type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;description;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2;serviceOptions.3;serviceOptions.4;serviceOptions.5;serviceOptions.6
Gymnasium school;+43 50 2480 31100;Europagymnasium Leoben;0x4771de419a0b721b:0xfd31cd3b9018666b;4;Moserhofstraße 7a, 8700 Leoben, Austria;ChIJG3ILmkHecUcRa2YYkDvNMf0;34;https://www.europagymleoben.at/;17;https://lh5.googleusercontent.com/p/AF1QipOjVAMFzrOuY_mnPF774CtOVAZGeWWTNB9KG-NO=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.373632199999996;15.092127999999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Association / Organization;+43 676 5331574;International Teams Austria;0x476db1be42ed7883:0x44644b2c49a09ed9;;Otto Glöckel-Straße, 2514 Traiskirchen, Austria;ChIJg3jtQr6xbUcR2Z6gSSxLZEQ;;https://www.iteams.at/about/;8;;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Traiskirchen;48.0147215;16.2878628;Wheelchair-accessible car park;;;;;;
;;Weidling;0x476d0ed12b078183:0x104e6c13eb17b164;;3400 Klosterneuburg, Austria;ChIJg4EHK9EObUcRZLEX6xNsThA;;undefined;2;https://lh5.googleusercontent.com/p/AF1QipM2w0D-VVXTdiH6BI-M2YdrdIQTRi-g_9DQDA3_=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.289064499999995;16.3034324;;;;;;;
Event venue;+43 2732 801241;Österreichhallen Krems;0x477284417713d583:0x2ef6ad796ecd7550;3.5;Utzstraße 12, 3500 Krems an der Donau, Austria;ChIJg9UTd0GEckcRUHXNbnmt9i4;74;undefined;43;https://lh5.googleusercontent.com/p/AF1QipOnvBvYH4l29LQP3VA_j2Nm_4W2pwc7XP39ixS7=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.406264199999995;15.5990346;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance broker;+43 3862 24600;EFM Versicherungsmakler Kapfenberg;0x476e1c5b80aca919:0x68e54215ed52aa6e;4;Auf der Weide 16, 8605 Kapfenberg, Austria;ChIJGamsgFscbkcRbqpS7RVC5Wg;4;http://www.efm.at/kapfenberg;5;https://lh5.googleusercontent.com/p/AF1QipPDicFAuBclNHTaEaP46XFiIHmTOQVQpZz57b-k=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Styria, Kapfenberg;47.482307999999996;15.307566999999999;Wheelchair-accessible car park;;;;;;
Gymnasium school;+43 2622 23116;BORG Wiener Neustadt;0x476dcb922116a481:0xf1ac6396ab61253a;4.4;Herzog-Leopold-Straße 32, 2700 Wiener Neustadt, Austria;ChIJgaQWIZLLbUcROiVhq5ZjrPE;26;https://www.borgwn.at/;35;https://lh5.googleusercontent.com/p/AF1QipNCLFc1G3d7iBV6OaL0pAaF4ebgx8nMrWxftGVU=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8138018;16.2393893;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Supermarket;+43 2622 26367;SPAR;0x476dcbf12257be81:0x4843dd0f6e15624e;4.3;Kaisersteingasse 113, 2700 Wiener Neustadt, Austria;ChIJgb5XIvHLbUcRTmIVbg_dQ0g;434;https://www.spar.at/standorte/spar-wiener-neustadt-2700-kaisersteingasse-113;80;https://lh5.googleusercontent.com/p/AF1QipPqN9hT-e2HlWBP4IPmX5b-gFN3jCW1uThxMhJS=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8107835;16.2160934;Delivery;Same-day delivery;;;;;
Foreign consulate;;Krems;0x4772854ee790b081:0x1533e7e85bd620ce;;Wasserhofstraße 5, 3500 Krems an der Donau, Austria;ChIJgbCQ506FckcRziDWW-jnMxU;;undefined;76;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=17jjXI_xJnMyicIj86imGQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=317.701&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.441021299999996;15.6218635;Wheelchair-accessible car park;;;;;;
Bar;;Gertis Club;0x4771de3859cfcf81:0xd4d93e0eeb315694;4.5;Kärntner Str. 130, 8700 Leoben, Austria;ChIJgc_PWTjecUcRlFYx6w4-2dQ;22;https://mappaustria.com/gertis-club-i3213.html;6;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=91B8yBL-rGoEiTf4cQBxjA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=320.57394&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.378828299999995;15.1030742;Dine-in;Delivery;;;;;
Takeout restaurant;+43 2732 75869;Ok's Pizza Plaza;0x477284796447d581:0x631544c4d5b9fa22;4.2;Hafenstraße 63, 3500 Krems an der Donau, Austria;ChIJgdVHZHmEckcRIvq51cREFWM;157;https://okspizzaplaza.at/14012;80;https://lh5.googleusercontent.com/p/AF1QipNDDVJ-D_cPTpBPs_3ge2voxwKmf534yOKyi9ix=w103-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4114845;15.6281483;Kerbside pickup;No-contact delivery;Delivery;Takeaway;;;
Insurance agency;+43 2630 30808;Uniqa Versicherung Sqadra Ternitz Tanzer&Tanzer - KFZ Schnell Anmelde Service;0x476dd078f5df0a19:0xfc3c3f348347eb59;4;Ruedlstraße 13/6, 2630 Ternitz, Austria;ChIJGQrf9XjQbUcRWetHgzQ_PPw;3;http://www.tanzerundtanzer.at/;3;https://lh5.googleusercontent.com/p/AF1QipN590KpET_UKKpJX_5alB8OwjFiGkqE7iKu0dlD=w363-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Ternitz;47.7175186;16.0368741;Wheelchair-accessible car park;;;;;;
Stadium;+43 662 433332;Red Bull Arena;0x47768ffeeb963d81:0x4ec2874eefe3fe2e;4.3;Stadionstraße 2/3, 5071 Kleßheim, Austria;ChIJgT2W6_6PdkcRLv7j706Hwk4;6040;https://www.redbullsalzburg.at/de/red-bull-arena/spielstaette.html;6;https://lh5.googleusercontent.com/p/AF1QipP358TN4QZYcSrgsdQBQX3dVR4jRwBECj3PbJ8J=w138-h92-k-no;Modern all-seater soccer stadium. Built for Euro 2008, this stadium holds over 30,000 for the home matches of Red Bull Salzburg.. . t;@40.7455096,-74.0083012,14z;vig in AT, Salzburg, Salzburg;47.8162823;12.9982153;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Hotel;+43 2622 22652;Casa Topolino;0x476dcbeaec2e5619:0xc53f2973cf1b25f3;4.2;Doktor-Eckener-Gasse 1, 2700 Wiener Neustadt, Austria;ChIJGVYu7OrLbUcR8yUbz3MpP8U;103;https://www.casatopolino.at/;47;https://lh3.googleusercontent.com/gps-proxy/ALd4DhFSJ6_6CQ0YvUB9O8QrGDNMRl8qctjX_k1uNGC-r1vy0ny21-9hPsL9lpLfkunVMhEPLWg7zYjcYd45WLFmHr39su3ftNAdngVgqfkV_Y0tf05dUyGYkkzlKjBpY4O75myclBNGcTIEA2u5wtA-kv_ui5aOEEqBm4efzknJcng6L1ISr2HFo5jA=w163-h92-k-no;Simple B&B with free parking & Wi-Fi. No-nonsense option offering pared-down rooms, plus complimentary Wi-Fi & parking.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8219444;16.2344444;;;;;;;
Indian restaurant;;Namaste India;0x476dcb70269ce583:0xd1006f3bd9c0f8d5;4.6;Haidbrunngasse 4, 2700 Wiener Neustadt, Austria;ChIJg-WcJnDLbUcR1fjA2TtvANE;83;http://www.indianamaste.at/;21;https://lh5.googleusercontent.com/p/AF1QipOe-jbHbjLLqTI9pf5mvEuu9y0By7L2LtLJCqHr=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8118901;16.2319919;Kerbside pickup;Delivery;Takeaway;Dine-in;;;
Event venue;+43 2734 21396;Eventstage Krems;0x477283a223d10b1b:0xf6deae432f0af8a6;3.8;Gewerbeparkstraße 22, 3500 Krems an der Donau, Austria;ChIJGwvRI6KDckcRpvgKL0Ou3vY;274;http://www.facebook.com/eventstagekrems/;3;https://lh5.googleusercontent.com/p/AF1QipOqzlhS0NHVcIS1p-5Z_CHVz6ViktQu7QjEBqGU=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.406465;15.6631872;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;;Vienna Insurance Group;0x47726439c1428c81:0xfa5fff90851acb5f;;Linzer Str., 3390 Melk, Austria;ChIJgYxCwTlkckcRX8sahZD_X_o;;undefined;6;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DiY8bB4hGXxLy2Z53QyomA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=335.89688&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Amstetten;48.2262122;15.3269463;Wheelchair-accessible car park;;;;;;
Insurance agency;+43 660 4719660;Südwind Insurance;0x477081da8bf44f1f:0xd8ba4ac26d59af74;;Hauptpl. 13, 9500 Villach, Austria;ChIJH0_0i9qBcEcRdK9ZbcJKutg;;http://www.suedwind-insurance.com/kontakt-impressum/how-to-find-us/;2;;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Carinthia, Villach;46.6139127;13.847362299999999;Wheelchair-accessible car park;;;;;;
Austrian restaurant;+43 2243 83225;Redlingerhütte;0x476d0c26791c4b1f:0x360156022c207d60;4.6;3400 Klosterneuburg, Austria;ChIJH0sceSYMbUcRYH0gLAJWATY;551;http://www.redlingerhuette.at/;18;https://lh5.googleusercontent.com/p/AF1QipN85gXiEPNxAV_Dvy428OQHWu966lCU7Eq9GKd_=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.3229129;16.2649319;Outdoor seating;Dine-in;Delivery;;;;
Mercedes-Benz dealer;+43 2732 86521;AV NÖ Krems;0x47728447ff75941f:0x877e6f70c1403dfd;3.8;Steiner Donaulände 1, 3504 Krems an der Donau, Austria;ChIJH5R1_0eEckcR_T1AwXBvfoc;187;https://www.av-noe.at/;36;https://lh5.googleusercontent.com/p/AF1QipOQoJ1GIkPuA0ZcFxedylVG-zPQEpAE5ZZJwuvP=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4047838;15.5914729;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Personal trainer;+43 664 99599960;WYLDBODY | Transformations Coaching;0x4772857c57cdb41f:0x20b1fb4e6cc558be;4.9;Langenloiser Str. 13/37, 3500 Krems an der Donau, Austria;ChIJH7TNV3yFckcRvljFbE77sSA;49;http://www.wyldbody.at/;44;https://lh5.googleusercontent.com/p/AF1QipMVz9U36M5n5AYXmg98HavNL_D-Bbc2_Qp4LwPg=w217-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.414237899999996;15.6062547;Identifies as women-owned;;;;;;
Italian restaurant;+43 3842 24933;Italo Steirer;0x4771de50fb21c487:0x26a51cb6fe903f53;4.7;Bachgasse 8, 8700 Leoben, Austria;ChIJh8Qh-1DecUcRUz-Q_rYcpSY;526;http://www.italo-steirer.at/;11;https://lh5.googleusercontent.com/p/AF1QipNRVen8IY7vWc63NJFn4nQJ32COKdv2uzm6cWrp=w163-h92-k-no;Casual inn with informal dining. Relaxed inn offering 5 down-to-earth rooms, a warmly decorated restaurant & a kids' play area.. . t;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.364365899999996;15.1007368;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Inn;+43 2732 84558;Wolfgang Aigner;0x47728464b7addb1d:0x5f30d3421371c004;4.3;Weinzierl 49, 3500 Krems an der Donau, Austria;ChIJHdutt2SEckcRBMBxE0LTMF8;4;undefined;31;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tuCQvK0FuyBXPMh7uMTdXw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=298.9709&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.413275399999996;15.6206786;;;;;;;
Water utility company;+43 2630 37305;GWLV Ternitz;0x476dda6ddd6be685:0x5f5a9dddb938232;;Franz-Samwald-Straße 4, 2630, Austria;ChIJheZr3W3abUcRMoKT292p9QU;;https://www.gwlv-ternitz.at/;8;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WeYRx5FcuuqVgo22AiWZYA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=142.22258&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.6983184;16.0076751;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
University;+43 2732 8936000;Europäisches Dokumentationszentrum;0x47728448dd79011d:0x6d57b850b8b7e088;;3500 Krems an der Donau, Austria;ChIJHQF53UiEckcRiOC3uFC4V20;;http://www.donau-uni.ac.at/edz;70;;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.407776999999996;15.5866247;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Transit station;;St. Pölten;0x477278aec0a04585:0x54fc0dfe51c541a2;4.2;Bahnhofpl. 1, 3100 St. Pölten, Austria;ChIJhUWgwK54ckcRokHFUf4N_FQ;521;https://bahnhof.oebb.at/de/niederoesterreich/st-poelten-hauptbahnhof;12;https://lh5.googleusercontent.com/p/AF1QipPWCAcLbI9HOlkIfBMGMlMAafmR5sr0mpiAECtb=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Sankt Pölten;48.2079301;15.624673999999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;Wheelchair-accessible toilet;;;;
Airstrip;+43 2732 83400;Krems Airport;0x477284b973ed0687:0xbd5dc6085a11b07f;4.8;Flughafenstraße 15, 3500 Krems an der Donau, Austria;ChIJhwbtc7mEckcRf7ARWgjGXb0;73;https://www.flugplatz-krems.at/;29;https://lh5.googleusercontent.com/p/AF1QipMtAE-ownxDYhkEZhaKgJKcVsV38G8AmJ5wuxef=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.445656199999995;15.630978899999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 2732 824070;Generali Krems;0x47728399b33f631d:0xa22f4f526bdbe7af;4.8;Wr. Str. 74, 3500 Krems an der Donau, Austria;ChIJHWM_s5mDckcRr-fba1JPL6I;17;https://www.generali.at/helpcenter/standorte/Krems;3;https://lh5.googleusercontent.com/p/AF1QipPq6XPORq0zxzlv0YkmSkRCLGXeGCDJMZOyEIHp=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Krems an der Donau;48.414828199999995;15.616973499999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
;;Furth bei Göttweig;0x477286ab2ce8861d:0xc935dbb70f76bdf5;;3511, Austria;ChIJHYboLKuGckcR9b12D7fbNck;;http://www.furth.at/;75;https://lh5.googleusercontent.com/p/AF1QipOZZW1CmWPY8ij0tuXDVFwcgEJWpgXY2mfZnNhE=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.3738828;15.613743399999999;;;;;;;
Insurance agency;+43 50 330 330;DONAU Versicherung AG Amstetten;0x477249b0810e2787:0x818007d23852f9dc;;Waidhofner Str. 33, 3300 Amstetten, Austria;ChIJhycOgbBJckcR3PlSONIHgIE;;https://www.donauversicherung.at/;4;https://lh5.googleusercontent.com/p/AF1QipMONOFiJgtVlytw01bDnHdrV60jWDbOLINwjJPb=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Amstetten;48.1211242;14.866301199999999;Wheelchair-accessible car park;;;;;;
Insurance company;+43 50 3502 0000;SV. Wiener Städtische Versicherung Generaldirektion Ringturm;0x476d07a4c9d24e8b:0x4fcf6cc74370eb00;2.5;Schottenring 30, 1010 Wien, Austria;ChIJi07SyaQHbUcRAOtwQ8dsz08;136;https://www.wienerstaedtische.at/privatkunden.html;13;https://lh5.googleusercontent.com/p/AF1QipPFaTECNmLpEUlKAgY6Vi9y8H_XrAtmLaJJ7vw=w193-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Schwechat;48.2170717;16.3700892;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance agency;+43 50 330 330;DONAU Versicherung AG Braunau am Inn | Servicestelle;0x477435cfd1748e23:0xb478073391200130;4.6;Salzburger Str. 88, 5280 Braunau am Inn, Austria;ChIJI4500c81dEcRMAEgkTMHeLQ;5;https://www.donauversicherung.at/;2;https://lh5.googleusercontent.com/p/AF1QipMIGQp1WgqfyXi4JLChAsyG9lD2NdzA7mpogZOi=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Upper Austria, Braunau am Inn;48.247558999999995;13.0383991;Wheelchair-accessible car park;;;;;;
Property management company;+43 3842 45565;STIWOG Immobilien Leoben;0x4771de3fb815b823:0x5ad808534649a346;3.2;Hauptpl. 9, 8700 Leoben, Austria;ChIJI7gVuD_ecUcRRqNJRlMI2Fo;29;http://www.stiwog.at/;7;https://lh5.googleusercontent.com/p/AF1QipPxLJSGiTfvQMA68ogopndZXfpKOZdyPFewPjVQ=w115-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.379911799999995;15.0946938;Online appointments;On-site services;;;;;
Research institute;+43 2243 9000;Institute of Science and Technology Austria (ISTA);0x476d0c21eacfcc8b:0xdade8cc8640428b3;4.7;Am Campus 1, 3400 Klosterneuburg, Austria;ChIJi8zP6iEMbUcRsygEZMiM3to;101;http://www.ista.ac.at/;1;https://lh5.googleusercontent.com/p/AF1QipNfyAA_q6afzOrvqHVT0FX8oRlkVDvTEV4kzWYm=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.309559799999995;16.2595038;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Wholesaler;+43 2252 508046;IGP IG Pulvertechnik GmbH;0x476db1bd3253dc8b:0x33c645b5250be9a6;3;Tor 2, M38, 8A,, Alois Lutter-Straße 33, 2514 Traiskirchen, Austria;ChIJi9xTMr2xbUcRpukLJbVFxjM;2;http://www.igp-powder.com/;1;https://lh5.googleusercontent.com/p/AF1QipOSeuD84HJL4unKMxaK3sTNWDcrgiN3ukvR_m-J=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Traiskirchen;48.0088459;16.2871201;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Restaurant;+43 2732 86001;Kaiser von Österreich - Silvia und Hermann Haidinger;0x47728444ebf50889:0xf8ad79b80431547b;4.9;Körnermarkt 9, 3500 Krems an der Donau, Austria;ChIJiQj160SEckcRe1QxBLh5rfg;180;https://www.kaiser-von-oesterreich.at/;51;https://lh5.googleusercontent.com/p/AF1QipNfEklHrpErbfAZL1NcXAAtCYM6PwpogH2K2zg-=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.41106;15.59634;Outdoor seating;Dine-in;Delivery;;;;
;;St Pölten;0x476d874184713889:0x40097572de61ee0;;Austria;ChIJiThxhEGHbUcR4B7mLVeXAAQ;;http://www.st-poelten.gv.at/;10;https://lh5.googleusercontent.com/p/AF1QipNlsGZ4DBZX-fy4szJJvt80Rr11sBW6ml3QwK0L=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Sankt Pölten;48.204549;15.630693399999998;;;;;;;
;;Weinzierl;0x4772847c72191623:0x6ed8e59096ad785a;;3500 Krems an der Donau, Austria;ChIJIxYZcnyEckcRWnitlpDl2G4;;undefined;21;;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Weinzierl bei Krems;48.4137209;15.625471399999999;;;;;;;
American restaurant;+43 2236 377070;Clocktower American Bar & Grill Wien-Süd;0x476daf258e432b23:0xf660252d350c2a28;4.4;Ziegelofengasse 6, 2345 Brunn am Gebirge, Austria;ChIJIytDjiWvbUcRKCoMNS0lYPY;5485;http://www.clocktower.at/;37;https://lh5.googleusercontent.com/p/AF1QipMiE8fCAOW44d3Izcv-F7t3pqAQ1hB5DonRaMXq=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.1067513;16.3090246;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Cafe;+43 2622 22768;Cafe Stadler;0x476dcb8da17f3c8b:0x6aa0a8aea8027316;4.4;Bahnhofpl. 2, 2700 Wiener Neustadt, Austria;ChIJizx_oY3LbUcRFnMCqK6ooGo;793;http://www.cafestadler.at/;72;https://lh5.googleusercontent.com/p/AF1QipMvxQDtUaAFbJ4sfH_wMypcDNJScp4Nvm7mHsgx=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8116944;16.2352016;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Insurance company;+43 2622 224190;Generali Wiener Neustadt;0x476dcb9774fc4a27:0x1edbf7c8bbf1fdd0;4.2;Grazer Str. 53, 2700 Wiener Neustadt, Austria;ChIJJ0r8dJfLbUcR0P3xu8j32x4;53;https://www.generali.at/helpcenter/standorte/Wiener-Neustadt;4;https://lh5.googleusercontent.com/p/AF1QipP5qemQkRVoAhQJkPGbtq7Xal30LIEb1eyeHZaP=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Wiener Neustadt;47.8165565;16.246666599999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Furniture store;+43 50 111 9180;Möbelix Krems;0x47728399d853708f:0xdb3efa545a596524;4.3;An der Schütt 43, 3500 Krems an der Donau, Austria;ChIJj3BT2JmDckcRJGVZWlT6Pts;247;https://www.moebelix.at/filiale/moebelix-krems/K6;71;https://lh5.googleusercontent.com/p/AF1QipMb8iwUXNjDS0wFshKPIj3lS221_cwY3wHrjVSN=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4059776;15.653934;Delivery;In-store pick-up;In-store shopping;Same-day delivery;;;
Fitness center;+43 5372 6912340;INVIBE Kufstein;0x477637493662858f:0xaa7e585aa4934b45;4.4;Salurner Str. 22, 6330 Kufstein, Austria;ChIJj4ViNkk3dkcRRUuTpFpYfqo;50;http://www.invibe.at/;3;https://lh5.googleusercontent.com/p/AF1QipO-uXYgAnqhpkUIt2OHUTl4Jo9QEwuJfe8B4774=w109-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Tyrol, Kufstein;47.577390699999995;12.1618975;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Restaurant;+43 676 5076818;BIG MAMA;0x476daf2fde99a725:0x5f8261fb3424f7cc;4.4;Industriestraße B 16, 2345 Brunn am Gebirge, Austria;ChIJJaeZ3i-vbUcRzPckNPthgl8;278;http://www.bigmama.at/;30;https://lh5.googleusercontent.com/p/AF1QipPpp8Gk2XeMJG3xm-UDzPtyUQ08_VvPoEuuEL7E=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.1091227;16.306057799999998;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Discount supermarket;+43 800 500810;Lidl Österreich;0x476dca043c89f68f:0x9a21b822a9a4394c;4.2;Stadionstraße 44, 2700 Wiener Neustadt, Austria;ChIJj_aJPATKbUcRTDmkqSK4IZo;1057;https://www.lidl.at/;59;https://lh5.googleusercontent.com/p/AF1QipOTHSnzh7t6Gk1LdJkf6m4DlVfkkfHCOyDSBUCW=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8300815;16.245233499999998;In-store shopping;Delivery;Same-day delivery;;;;
Fast food restaurant;+43 2622 82500;BURGER KING Wr. Neustadt;0x476dcbb97cb0c525:0xa61222cd371ed171;4;Stadionstraße 15, 2700 Wiener Neustadt, Austria;ChIJJcWwfLnLbUcRcdEeN80iEqY;1246;http://www.burgerking.at/;16;https://lh5.googleusercontent.com/p/AF1QipP5d_NYAYbYlH1oMd4JOYqwHK6OiDbl0MGwwBzF=w80-h106-k-no;Fast-food chain for grilled burgers. Well-known fast-food chain serving grilled burgers, fries & shakes.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.828267499999995;16.248467899999998;Outdoor seating;Delivery;Drive-through;Takeaway;Dine-in;;
Insurance company;;Donau Vienna Insurance Group;0x477248fa7a97dd8d:0x5d1b04d0cda2e4cf;;3300 Amstetten, Austria;ChIJjd2XevpIckcRz-SizdAEG10;;undefined;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lMEB-t1m0lp7fcnJsuuvSg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=189.55917&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Amstetten;48.1211249;14.866263499999999;Wheelchair-accessible car park;;;;;;
Hotel;+43 4352 2946;Hotel Hecher;0x477020fa5544df8d:0xa1abff9b4c17d7da;4.3;Wr. Str. 6, 9400 Wolfsberg, Austria;ChIJjd9EVfogcEcR2tcXTJv_q6E;615;http://www.hecher.at/;17;https://lh3.googleusercontent.com/gps-proxy/ALd4DhGnduONfAyQljjUvKaDuX6hjvC4ii7OkTMnvSlV-bW0wUePYTd8aGa9i0XHVoUruZ5k3hvWb19nEcMpePdw9rJN5abHTNJParcsq4g12uKCGyBMcVHakav3veJcv9KWZabUhcbYTzTUFT_8S4n3wQZIW6ELvtwQlxp7Ljj3m6yOhiLpx-AnNHWDBQ=w138-h92-k-no;Informal hotel with a pastry shop. Down-to-earth property featuring a cafe, a bar & a pastry shop, plus mountain views.. . t;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.8416056;14.8417028;;;;;;;
Rock climbing gym;+43 660 9002100;Bigwall Bouldering;0x476dcb248da50d8d:0xcb5ff91c626b40e0;4.8;Pottendorfer Str. 29, 2700 Wiener Neustadt, Austria;ChIJjQ2ljSTLbUcR4EBrYhz5X8s;150;http://www.bigwall-bouldering.at/;2;https://lh5.googleusercontent.com/p/AF1QipMkc7vlK58E0SXPcpk8ES8k94NBVf6EywruDcRh=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8255116;16.2490462;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
