type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2
Insurance agency;+43 676 5136127;UNIQA GeneralAgentur Klammer;0x4771de6aa85818c9:0x902d841866d92e4;;Waasenstraße 11, 8700 Leoben, Austria;ChIJyRhYqGrecUcR5JJthkHYAgk;;https://www.uniqa-klammerjoerg.at/;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1uZ-WStaM8wLa_DKqu4ERQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=105.67179&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Styria, Leoben;47.3780553;15.0917142;Wheelchair-accessible car park;;
Insurance company;+43 2622 23285;UNIQA ServiceCenter & Kfz Zulassungsstelle Wiener Neustadt;0x476dcbb5166a22c9:0x46ed8d0f6f327595;4.3;Prof.-Dr.-Stephan-Koren-Straße 8a, 2700 Wiener Neustadt, Austria;ChIJySJqFrXLbUcRlXUybw-N7UY;27;https://servicecenter.uniqa.at/wiener-neustadt/de/;1;https://lh5.googleusercontent.com/p/AF1QipN4YjjJH15xL5V8Qd0gMu9u4ZIzjS5-KLEUPwc=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Lower Austria, Wiener Neustadt;47.8378766;16.246088399999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 2252 86310;UNIQA ServiceCenter & Kfz Zulassungsstelle Baden;0x476db0f671802461:0xaf3cfb445f945154;3.6;Roseggerstraße 1, 2500 Baden, Austria;ChIJYSSAcfawbUcRVFGUX0T7PK8;13;https://www.uniqa.at/;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iU_fm0_Yn6GmfU9P2PEUSQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=176.65546&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;48.0039387;16.2374486;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 6135 20810;UNIQA GeneralAgentur Mittendorfer & Kfz Zulassungsstelle;0x47714bc0868a4461:0xda42d06a347bd988;4.7;Rudolf-von-Alt-Weg 13B, 4822 Bad Goisern am Hallstättersee, Austria;ChIJYUSKhsBLcUcRiNl7NGrQQto;9;https://www.uniqa-mittendorfer.at/;47;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Ox1OJGmYfWVoUkq6CdHdA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=88.521614&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.6401289;13.6204963;Wheelchair-accessible car park;;
Insurance agency;+43 316 773737;UNIQA GeneralAgentur Stenitzer;0x476e3575d913f5cb:0xf2624e3da7913d6b;4;Strauchergasse 23, 8020 Graz, Austria;ChIJy_UT2XU1bkcRaz2Rpz1OYvI;7;https://www.generalagentur-stenitzer.at/;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vyeNeq47IC9T_O9AaBaweg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=206.65912&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Styria, Graz;47.0716246;15.4255871;Wheelchair-accessible car park;;
Insurance agency;+43 2672 83155;UNIQA GeneralAgentur Puhm Patrick & Kfz Zulassungsstelle;0x476db94b94d273c9:0x682599088370b019;3.6;Hainfelder Str. 12, 2560 Berndorf, Austria;ChIJyXPSlEu5bUcRGbBwgwiZJWg;14;https://www.uniqa-puhm.at/;14;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N-H4m1CsEefmzAz0OE4blg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=35.838444&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;47.9467584;16.1100913;Wheelchair-accessible car park;;
Insurance agency;+43 7253 8660;UNIQA GeneralAgentur Hörtenhuber & Partner;0x4773c6f1080d8fc9:0x884e8333147f3160;4.6;Kirchenpl. 3, 4493 Wolfern, Austria;ChIJyY8NCPHGc0cRYDF_FDODTog;9;https://www.uniqa-hoertenhuber.at/;23;https://lh5.googleusercontent.com/p/AF1QipN7PWLul0Y865NYWg-8LtsYpbXhqkWikLQXPoYh=w138-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.083079399999995;14.377514999999999;Online appointments;On-site services;
Insurance agency;+43 664 8231885;UNIQA GeneralAgentur Peter Harald;0x476db317e2115c67:0xe5d0558537bfe8f1;4.5;Wiener Neustädter Str. 17, 2483 Ebreichsdorf, Austria;ChIJZ1wR4hezbUcR8ei_N4VV0OU;2;https://www.uniqa-peter.at/;6;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R790dFdVeRqL7yr7KgIWzQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=48.761856&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Lower Austria, Traiskirchen;47.958069699999996;16.4009777;Wheelchair-accessible car park;;
Insurance company;+43 3862 519050;UNIQA ServiceCenter & Kfz Zulassungsstelle Bruck-Leoben;0x476e1f1ecf32dccf:0xfaa00ca27174df9b;4.5;Gewerbepark 3, 8600 Bruck an der Mur, Austria;ChIJz9wyzx4fbkcRm990caIMoPo;35;https://servicecenter.uniqa.at/bruck-leoben/de/;3;https://lh5.googleusercontent.com/p/AF1QipMQx8B-k8mlJ3047x-hRt54Qvm5b-tKWQdCKOYs=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Styria, Kapfenberg;47.399994199999995;15.239692799999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 662 875292;Versicherungsagentur In Fidem-Salzburg OG;0x47769a6313b8cacd:0x9f64c7f9868b380c;4.6;Bachstraße 68, 5020 Salzburg, Austria;ChIJzcq4E2OadkcRDDiLhvnHZJ8;10;undefined;9;https://lh5.googleusercontent.com/p/AF1QipMi94Z7vZxi3yKDnXJlr_YmtWSYeVz-ayFQR3S1=w89-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Salzburg, Salzburg;47.823799099999995;13.0649109;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 7229 80218;UNIQA GeneralAgentur Krumphals & Partner & Kfz Zulassungsstelle;0x4773bf6f8896e067:0xf57bf2abfc549a18;4.8;Haider Str. 40, 4052 Ansfelden, Austria;ChIJZ-CWiG-_c0cRGJpU_Kvye_U;29;https://www.uniqa-krumphals.at/;10;https://lh5.googleusercontent.com/p/AF1QipNML3GyqmjzJKkicxF7rvXrVVS3PRfcwvqf4_D0=w147-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.210960199999995;14.2782238;Wheelchair-accessible car park;;
Insurance company;+43 2236 441200;UNIQA ServiceCenter & Kfz Zulassungsstelle Mödling;0x476daf0f6c2be8cd:0xd029c8b5931442ba;4.5;Hauptstraße 35, 2340 Mödling, Austria;ChIJzegrbA-vbUcRukIUk7XIKdA;23;https://servicecenter.uniqa.at/moedling/de/;8;https://lh5.googleusercontent.com/p/AF1QipNop-IkzThVMxrT2JFXw_kV7BQGAKRer4f_DsQP=w80-h169-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;48.086181599999996;16.2907433;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 664 88915298;UNIQA GeneralAgentur Ganser & Zoidl;0x4773813a51ea3c65:0x7c89d7669f384f79;;Steinbruch 43, 4120 Steinbruch, Austria;ChIJZTzqUTqBc0cReU84n2bXiXw;;https://www.uniqa-ganser-zoidl.at/;75;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5AUVNvoBnxS2VyhPrCYODA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=201.51393&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.4906801;14.0302676;Wheelchair-accessible car park;;
